Serial Number,Time,Reading
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:00:00,2.511986395896974
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:00:00,16.487950566796464
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:00:00,0.044999194217726135
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:00:00,0.7007259694373851
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:00:00,1.1807266536678545
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:01:00,2.617769701423763
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:01:00,17.212544021943124
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:01:00,0.08934555955912105
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:01:00,0.7857728445134233
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:01:00,1.4464128135623673
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:02:00,2.5077172707607938
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:02:00,12.067536069689337
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:02:00,0.3400669715652769
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:02:00,0.7758648356352678
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:02:00,1.1336417545050042
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:03:00,2.5655021257638313
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:03:00,11.685700152597411
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:03:00,0.28458877159935414
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:03:00,0.9589413957266621
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:03:00,1.472215073036557
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:04:00,2.986024362235119
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:04:00,19.683453693725554
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:04:00,0.40755835739374224
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:04:00,0.8992952028719257
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:04:00,1.4423147435953227
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:05:00,2.613579754343842
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:05:00,14.42469703348916
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:05:00,0.9921180320228022
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:05:00,0.8504922297322435
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:05:00,1.384870879545264
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:06:00,2.8359424279515
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:06:00,12.8852029932255
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:06:00,0.17109750730398565
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:06:00,0.7970729162386913
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:06:00,1.5050062325901723
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:07:00,2.8152901130267303
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:07:00,14.049287544204716
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:07:00,0.9242469938186929
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:07:00,0.7702870678955591
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:07:00,1.986479330996016
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:08:00,2.5237604973752545
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:08:00,18.41863881140411
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:08:00,0.8735282284041727
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:08:00,0.8962847335725923
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:08:00,1.500051914956693
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:09:00,2.978696306199717
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:09:00,12.128064102898662
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:09:00,0.934460564157255
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:09:00,0.944632314198369
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:09:00,1.5493141114119375
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:10:00,2.970844261400641
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:10:00,14.083220696009068
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:10:00,0.35603624353564345
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:10:00,0.8622494233127024
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:10:00,1.2564136011904234
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:11:00,2.5624842158238286
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:11:00,10.777258332867383
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:11:00,0.27588550552679825
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:11:00,0.9019074321960371
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:11:00,1.3847008444056035
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:12:00,2.507226195371796
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:12:00,13.743755904401716
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:12:00,0.7391099947791715
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:12:00,0.9764834835285033
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:12:00,1.9573267803676495
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:13:00,2.654731314241714
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:13:00,19.687380942293405
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:13:00,0.8981200122697915
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:13:00,0.8679654963338659
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:13:00,1.5123879270671747
06290bc9-3453-4958-9a2b-3c29562528df,2024-10-10 00:14:00,2.9399602470565505
b062551b-ee8b-449d-9468-4a13615656e7,2024-10-10 00:14:00,19.684662699645113
21192ff2-7cfd-41aa-973b-1e3cea43c89f,2024-10-10 00:14:00,0.2662927215813491
6636462c-6629-4836-baa6-12f198e86096,2024-10-10 00:14:00,0.8365603875312475
a32b330f-c6e2-46e4-b5e1-10fcb1ddd693,2024-10-10 00:14:00,1.9296219019863212
